nom,Énergie_kcal_100g,Lipides_g_100g,AG_saturés_g_100g,Acide_oléique_W9_g_100g,Acide_linoléique_W6_LA_g_100g,Acide_alpha-linolénique_W3_ALA_g_100g,EPA_g_100g,DHA_g_100g,Cholestérol_mg_100g,Glucides_g_100g,Sucres_g_100g,Fibres_g_100g,Protéines_g_100g,Sel_g_100g,Calcium_mg_100g,Cuivre_mg_100g,Fer_mg_100g,Iode_µg_100g,Magnésium_mg_100g,Manganèse_mg_100g,Phosphore_mg_100g,Potassium_mg_100g,Sélénium_µg_100g,Sodium_mg_100g,Zinc_mg_100g,Rétinol_µg_100g,Beta-Carotène_µg_100g,Vitamine_D_µg_100g,Vitamine_E_mg_100g,Vitamine_K1_µg_100g,Vitamine_K2_µg_100g,Vitamine_C_mg_100g,Vitamine_B1_mg_100g,Vitamine_B2_mg_100g,Vitamine_B3_mg_100g,Vitamine_B5_mg_100g,Vitamine_B6_mg_100g,Vitamine_B9_µg_100g,Vitamine_B12_µg_100g
"Gombo, pulpe, blanchi, surgelé, prélevé à la Martinique","22,98","0,1",0,0,0,0,0,0,0,"5,28",0,"5,17","0,24",0,0,0,0,0,0,"0,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"69,8",0
Gorgonzola,312,"26,4","16,9","5,19","0,64","0,077","0,012","0,012","81,1",0,"0,3",0,19,"1,77",390,"0,02","0,08",70,18,"0,01",310,110,20,710,"2,1",286,168,"0,24","0,16","0,9",0,"0,5","0,07","0,32","2,93","0,81","0,13","41,2","0,73"
Gouda,374,"31,5","20,3","5,19","0,34","0,15",0,0,103,0,"0,25",0,"23,2",2,728,"0,036","0,24","29,7",29,"0,1",546,121,"9,02",795,"3,9",164,10,"0,5","0,24","2,3",0,0,"0,03","0,33","0,063","0,34","0,08",21,"1,54"
Gougère,399,"26,6",16,"6,11","1,3","0,17","0,01","0,04",213,"22,7","0,56","1,9","16,2","1,13",302,"0,14","1,34","24,5","22,7","0,15",297,131,"8,24",453,"1,98",272,116,"0,89","0,97",0,0,0,"0,076","0,35","0,29","0,76","0,11","37,4","0,98"
"Goûter sec fourré (""sandwiché"") parfum chocolat","460,4",18,"9,92","5,68","1,63","0,036","0,005","0,0035","2,2","67,9","29,8","3,77","6,7","0,62",120,"0,39","3,3",24,"47,3","0,61",117,190,"2,2",246,"0,92",2,30,"0,5",3,0,0,1,"0,11","0,073","0,69","0,29","0,13",28,"0,08"
"Goûter sec fourré (""sandwiché"") parfum fruits","476,36","17,4","9,68","2,18","0,64","0,02","0,005","0,005","0,5","73,3","31,6","3,35","6,64","0,5",240,0,"4,5",0,120,0,300,80,0,216,0,0,0,0,"3,5",0,0,0,"0,25",0,0,0,0,35,0
"Goûter sec fourré (""sandwiché"") parfum lait ou vanille","473,64","18,6","10,7","5,49","1,6","0,011","0,005","0,005","3,1","71,2","34,7","1,83","5,36","0,56","20,6",1,1,10,"12,9",1,77,"96,5",3,222,1,2,50,"0,2","1,1",0,0,0,"0,05","0,06","0,05","0,3","0,05","7,4","0,31"
"Goyave, pulpe, crue","49,01","0,73","0,21","0,043","0,15","0,059",0,0,0,"9,02","8,92","5,15","1,59","0,005",14,"0,23","0,26","0,71",16,"0,15",40,308,"0,5",2,"0,21",0,374,0,"0,73","2,6",0,228,"0,052","0,04","1,08","0,45","0,094",49,0
"Goyave, pulpe, purée, prélevée à la Martinique","3,3803","0,0067",0,0,0,0,0,0,0,0,0,0,"0,83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0
"Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée",243,"3,54",0,0,0,0,0,0,0,"18,8",0,35,"16,5","7,8",1290,"0,42","19,7",494000,412,104,177,5850,"6,41",3120,"3,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Graine de couscous (semoule de blé dur précuite), crue",365,"1,45","0,28","0,22","0,56","0,032",0,"0,01",0,"72,7","2,95","4,33",12,"0,013",24,"0,25","1,08",0,44,"0,78",170,166,0,"5,5","0,83",0,0,0,0,0,0,0,"0,16","0,078","3,49","1,24","0,11",20,0
"Graine de couscous (semoule de blé dur précuite), cuite, non salée",157,1,"0,25","0,24","0,4","0,02","0,01","0,01",0,31,"1,6","2,3","4,56","0,013",15,"0,16","0,53",20,19,"0,31",73,110,20,5,"0,57",0,"13,7",0,"0,08","0,8",0,"0,5","0,064","0,01","0,24","0,32","0,43","12,4",0
Graines de chanvre décortiqué (l'chanvre),584,"42,6","4,8",0,23,"7,2",0,0,0,2,1,6,"31,3","0,12",0,0,5,0,614,0,1356,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux",391,"2,2","0,38","0,76","0,85","0,05","0,01","0,01",0,"82,2","35,3","5,2",8,"0,018",276,"0,17","7,15",8,"32,6","0,73",214,192,"3,35",7,"0,84",0,0,"4,2","10,7",0,0,0,"1,05","1,29","14,5","5,27","1,44",174,"1,7"
"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux",385,"4,01","2,54",0,0,0,0,0,0,"75,2","44,4","6,43","8,82","0,25",267,"0,2","7,45",8,80,"0,5",220,400,1,"97,8",2,0,0,0,2,0,0,0,"1,2","1,3",15,5,"1,7",169,"0,84"
Graisse d'oie,898,"99,8","27,7","53,5","9,8","0,5",0,0,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,144,0,0,"2,7",0,0,0,0,0,0,0,0,0,0
Graisse de canard,898,"99,8","33,2",0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"4,8","2,7",0,0,0,0,0,0,0,0,0,0
Graisse de dinde,898,"99,8","29,4",0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,8","2,9",0,0,0,0,0,0,0,0,0,0
Graisse de poulet,898,"99,8","29,8",0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,8","2,7",0,0,0,0,0,0,0,0,0,0
Grana Padano,396,"29,2","19,5",0,0,0,0,0,0,0,"0,25",0,"34,1","1,56",1170,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gratin d'aubergine, préemballé","107,72","8,68","1,3",0,0,0,0,0,0,"5,45","3,8","2,35","1,95","0,45",0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gratin dauphinois,"109,32","4,2","2,67","0,85","0,17","0,03","0,01","0,01","14,3","14,5","2,08","1,5","3,38","0,81","38,6","0,044","0,32","8,2","13,8","0,079",95,219,"2,2",325,"0,29",49,11,0,"0,24",0,0,"3,1","0,02","0,081","0,94","0,24","0,04",7,0
"Gratin de chou0fleur, préemballé","83,7","6,5",4,"1,26","0,14","0,016",0,0,"15,3","3,3","0,88","1,3",3,"1,07","96,6","0,12","0,27",0,"10,7","0,1",0,147,0,420,"2,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gratin de légumes,"101,7","6,7","3,41","1,6","0,9","0,09","0,01","0,01","19,7","6,91","3,42","1,7","3,44","0,57","83,1","0,087","0,51","4,03","16,6","0,13","65,5",175,"1,8",228,"0,49","26,9",567,"0,084","1,84",0,0,"12,6","0,051","0,072","0,46","0,27","0,11",41,"0,12"
"Gratin de légumes en sauce blanche type béchamel, cuit","100,02","6,5","3,48","1,76","0,37","0,13","0,01","0,01",37,"6,74","3,2",1,"3,64","0,64",84,"0,03","0,31",20,13,"0,09",88,190,20,255,"0,44","55,2",609,"0,25","0,81","22,9",0,"1,94","0,064","0,1","0,15","0,43","0,052","24,4","0,33"
Gratin de pâtes,179,"9,2","4,85","2,53","0,71","0,12","0,01","0,01","20,4","16,4","2,19",1,"7,06","0,85",116,"0,05","0,4","5,4",20,"0,1",137,124,"4,9",340,"0,88",67,0,"0,3","0,34",0,0,"1,1","0,09","0,13","0,64","0,28","0,06",6,"0,39"
"Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson, préemballé",117,"6,15","3,68","1,74","0,35","0,099","0,0067",0,31,"8,57","1,62","1,1","6,39","0,81","46,8",1,1,20,"17,1",1,90,190,"4,7",323,1,16,50,"1,1","1,5",0,0,1,"0,05","0,09","0,32","0,23","0,05",5,"0,36"
"Gratin ou cassolette de poisson et / ou fruits de mer,  préemballé, cru",105,"5,1","3,18","1,1","0,21","0,02","0,02","0,02",0,"8,39","2,48","0,5","6,13","0,82","58,2","0,05","0,41",0,"13,8",0,"37,1",223,0,328,"0,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gratin ou cassolette de poisson et / ou fruits de mer, préemballé, cuit",117,"7,5","4,82","1,54","0,15","0,03","0,03","0,04","35,4","5,28","1,6","0,7","6,69","0,92",52,"0,03","0,28",20,24,"0,05",120,180,20,366,"0,47","58,7",225,"0,25","0,63","3,6",0,"0,5","0,015","0,043","0,1","0,28","0,022","19,4","0,95"
"Grenade, pulpe et pépins, crue","80,6","1,2","0,07","0,07","0,08","0,01",0,"0,01",0,"14,3","13,3","2,3","1,44","0,013","9,5","0,11","0,17",20,12,"0,1",27,230,20,5,"0,22",0,"12,1",0,"0,08","0,8",0,"9,02","0,054","0,01","0,23","0,37","0,032","8,77",0
"Grenadier (de roche), cru","68,9","0,81","0,11","0,073","0,007","0,002","0,039","0,13","37,1",0,0,0,"15,4","0,24","1,64","0,1","0,12","13,4","22,1","0,1",103,281,356,94,"0,22","5,1",0,"0,52","1,36",0,0,0,"0,04","0,04","1,29","0,077","0,12",0,"0,33"
"Grenadier bleu ou hoki de Nouvelle0Zélande, cru","75,5","1,46","0,26",0,0,0,0,0,0,0,0,0,"15,6","0,14",8,"0,02","0,84",0,20,"0,016",154,306,47,"54,4","0,23",0,0,"0,004","0,24",0,0,"0,3","0,02","0,002","1,84","0,44","0,09",20,"0,7"
"Grenouille, cuisse, crue",70,"0,28","0,073",0,0,0,"0,014","0,02",50,"0,66",0,0,"16,2","0,14","18,5","0,25","2,58",6,"21,5",0,241,302,0,"54,5","1,5",15,0,"0,35",1,"0,1",0,5,"0,15","0,19","1,2",0,"0,84","12,5","0,4"
"Grenouille, cuisse, grillée/poêlée","95,7","0,9","0,3","0,14","0,078","0,019","0,013","0,023","49,7",0,0,0,"21,9","0,22",39,"0,03","0,52",20,22,"0,06",92,110,50,"87,8","0,56",21,0,"1,12",0,"0,8",0,0,"0,035","0,07","1,47","0,23","0,15",5,"2,29"
Gressin,433,"11,8","2,78","2,87","1,07","0,027",0,0,0,"65,3","2,06","5,16","12,7","1,8",48,"0,25","1,2",20,"66,3","0,36",188,213,5,715,"1,4",0,0,0,3,0,0,7,"0,42","0,082","1,83","0,47","0,6",70,"0,26"
"Griotte, crue","49,1","0,3","0,084",0,0,0,0,0,0,"10,5","8,49","1,65","1,1","0,0063",16,"0,1","0,32",0,9,"0,11",15,173,0,3,"0,1",0,770,0,"0,07","2,1",0,10,"0,03","0,04","0,4","0,14","0,044",8,0
"Grondin perlon, cru","97,4","1,79",0,0,0,0,0,0,0,0,0,0,"20,3","0,14",0,0,0,0,0,0,0,0,"37,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grondin, cru",94,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Groseille à maquereau, crue","27,83","0,59","0,058","0,059","0,17","0,12",0,0,0,"4,88",0,"4,03","0,75","0,0038","25,4","0,063","0,33","0,3",9,"0,16","26,2",187,"0,068","1,5","0,14",0,0,0,"0,69",0,0,29,"0,033","0,029","0,29","0,29","0,048","8,85",0
"Groseille, crue","68,5","0,7","0,21","0,11","0,22","0,14","0,01","0,01",0,"7,06","6,63","4,6","1,56","0,013",38,"0,09","0,35",20,12,"0,13",38,230,20,5,"0,15",0,"25,6",0,"1,19","2,06",0,"29,8","0,041","0,01","0,18","0,65","0,03","11,8",0
Gruyère,423,"34,6","19,8","6,68","0,63","0,34",0,0,105,0,0,0,"28,4","0,8",1090,"0,41","0,29","13,8","39,2","0,031",608,101,"5,33",320,"4,89",262,33,"0,44","0,52","2,7",0,0,"0,05","0,39","0,1","0,43","0,081",15,"1,55"
Gruyère IGP France,396,32,"20,1","5,93","0,47","0,26",0,"0,014",0,0,0,0,"27,3","0,95",871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guacamole, préemballé","180,62","16,5","3,95","9,16","1,51","0,14",0,0,"3,6","5,85","2,65","5,65","2,18","1,38",18,"0,2","0,6",20,"26,7","0,2",27,440,5,543,"0,4",2,100,"0,5","2,4",0,0,359,"0,094","0,089","1,45","0,88","0,36","60,3",0
Guimauve ou marshmallow,"342,26","1,42","0,067","0,061","0,019","0,01",0,"0,005",0,"78,7","65,6","0,23","3,67","0,092",3,"0,097","0,27",0,"1,45","0,008",8,"3,7",0,"39,3","0,04",0,0,0,0,0,0,0,"0,001","0,001","0,078","0,005","0,003",1,0
"Guimauve ou marshmallow, enrobé de chocolat","376,1","10,3","6,2",0,0,0,0,0,0,"66,2","56,3","0,6","4,65","0,1",0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé","195,52","13,6","4,45",0,"0,23","0,052",0,0,0,"2,48","0,57","1,55","15,8","0,87",0,0,"2,5",0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haché de volaille,137,"5,68","1,88",0,0,0,0,0,0,"3,5","1,4","0,63","17,7","1,3",0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haché végétal à base de soja, préemballé",143,"5,8","0,64","3,45","1,21","0,13","0,01","0,01",0,"7,01","4,19","5,23","11,5","0,78",67,"0,41","2,2",20,66,"0,78",170,620,20,312,"1,2",0,167,"0,25","2,09","6,09",0,"0,5","0,052","0,037","1,15","0,4","0,081",34,0
"Hachis parmentier à la viande, préemballé",138,"8,22","4,7","2,44","0,38","0,025","0,00089","0,000082",20,"9,39","1,47","1,43","5,99","0,83","59,6","0,079","0,71","4,55","17,5","0,087","45,5",184,10,322,"1,2","45,9",0,"0,1","0,2",0,0,"0,65","0,02","0,07",0,0,"0,08","5,71","0,42"
Haddock (fumé) ou églefin fumé,97,"0,73","0,13","0,035",0,"0,018","0,064","0,14",77,0,0,0,"22,6","1,91",49,"0,042","1,4",255,54,"0,03",251,415,28,763,"0,5",24,0,"0,8","0,55","0,1",0,0,"0,047","0,049","5,07","0,17","0,4",15,"1,6"
"Hamburger, provenant de fast food",246,"8,44","2,82","3,07","0,52","0,023","0,00095",0,29,"28,3","5,95","1,8","13,3","1,23",64,"0,08","1,23","16,9","29,7","0,22",110,251,10,492,"2,26",0,34,"0,1","0,07","4,9",0,"0,3","0,35","0,19","4,06","0,37","0,11",17,"1,2"
"Hareng fumé, à l'huile",168,11,"3,12","1,51","0,24","0,18","3,03","1,18","49,9",2,0,0,"15,1","4,08","59,2","0,1","0,9",20,"27,4","0,1",125,173,17,1630,"0,5",12,0,"14,5","0,96",0,0,0,"0,04","0,2","2,25","0,41","0,28",10,"9,4"
"Hareng fumé, au naturel",173,"11,7","2,76","1,05","0,15","0,12","2,98","1,11","49,9","0,5",0,0,"16,5","3,98","62,4","0,1",1,40,"34,8","0,1",155,226,28,1590,"0,6",12,0,22,"1,35",0,0,0,"0,04","0,23","3,45","0,55","0,37",10,"11,8"
"Hareng fumé, filet, doux",162,"9,9","2,24","0,78","0,11","0,07","0,49","0,56","54,9",0,0,"0,5","18,1","3,78",62,"0,08","0,7",20,39,"0,03",250,380,30,1510,"0,51",21,0,"17,7","1,72","0,8",0,"0,5","0,015","0,2","4,53","1,22","0,28","10,8","13,4"
"Hareng gras, cru",172,"10,8","2,23","0,71","0,16","0,12","0,45","0,83","54,7",0,0,0,"18,7","0,13","47,7","0,1","0,88","8,94","32,7","0,1",247,421,"25,4","52,4","0,44","11,7",0,"8,36","1,8",0,0,"0,5","0,04","0,15","6,14","0,72","0,4",10,"8,28"
"Hareng maigre, cru",111,"4,22","0,83","0,29","0,063","0,027","0,16","0,32",50,0,0,0,"18,3","0,19","23,8","0,1","0,87","5,5","36,2","0,1",261,450,"18,6",75,"0,49","6,1",0,"9,59","0,57",0,0,0,"0,04","0,13","4,11","0,57","0,42",0,"8,47"
Hareng mariné ou rollmops,211,"13,8","2,51","2,49","0,39","0,23","0,57","0,73","36,5",8,"1,9",0,"13,7","2,56","53,5","0,11","1,07",47,"7,2","0,035","70,5","56,5",46,1030,"0,59","27,3",0,"13,2","1,48","0,2",0,0,"0,033","0,13","2,9","0,081","0,19","1,9","5,1"
"Hareng, cru",176,"11,7","2,82","1,23","0,24","0,15","0,65","1,1","55,6",0,0,0,"17,7","0,22","61,6","0,15","1,21","54,1",27,"0,027",235,342,"31,2","89,2","0,79","38,1",0,"10,7","1,21","0,45","0,21","0,75","0,035","0,24","3,95","0,84","0,38","9,4","11,5"
"Hareng, frit",201,"12,1","3,51",0,0,0,"1,05","1,2",57,0,0,0,23,0,0,"0,14",0,38,0,"0,02",0,0,"31,3",0,"0,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hareng, grillé/poêlé",189,"11,4","2,48",0,0,0,"1,05","1,23","54,3",0,0,0,"21,6","0,34","76,5","0,15","1,51","47,7","41,5","0,045",307,425,46,138,"1,24",35,0,"10,8","1,37","0,1",0,"0,7","0,11","0,28","4,06","0,76","0,35",11,"14,1"
"Haricot beurre, appertisé, égoutté","20,87","0,23","0,022",0,0,0,0,0,0,"3,48","0,86","1,68","1,22","0,66",25,"0,044","0,9","0,6",15,"0,2",19,104,"0,43",265,"0,3",0,63,0,"0,29","9,9",0,"4,1","0,02","0,054","0,2","0,085","0,034",66,0
"Haricot beurre, bouilli/cuit à l'eau","34,6","0,3","0,09","0,04","0,07","0,07","0,01","0,01",0,"4,45","2,2","2,7","2,19","0,013",56,"0,13","0,99",20,26,"0,35",43,210,20,5,"0,34",0,"74,7",0,"0,31","3,88",0,"7,57","0,04","0,053","0,36","0,12","0,01","39,7",0
"Haricot beurre, cru","31,24","0,16","0,026",0,0,0,0,0,0,"5,6",0,"2,45","1,85","0,015",41,"0,07","1,07","0,6",26,"0,21",38,209,0,6,"0,32",0,0,0,"0,45",0,0,"18,7","0,08","0,12","0,68","0,072","0,087","68,5",0
"Haricot beurre, surgelé, cru","29,13","0,17","0,047",0,0,0,0,0,0,"4,9","2,5","2,33",2,"0,0092",51,"0,049","0,78","0,4",22,"0,39",32,186,0,"2,5","0,26",0,0,0,0,0,0,16,"0,099","0,092","0,5","0,085","0,042",15,0
"Haricot blanc, appertisé, égoutté","73,48","0,4","0,11",0,0,0,0,0,0,"10,9","0,52",7,"6,57","0,69",73,"0,23","2,99",3,51,"0,52",91,454,0,270,"1,12",0,0,0,"0,79","2,9",0,0,"0,096","0,037","0,11","0,19","0,075",65,0
"Haricot blanc, bouilli/cuit à l'eau",112,"1,1","0,25","0,13","0,24","0,37","0,01","0,01",0,12,"0,3","13,8","6,75","0,023",120,"0,19","1,7",20,33,"0,8",110,260,20,"9,3","0,67",0,"5,48","0,25","0,08","4,37",0,"0,5","0,03","0,017","0,32","0,061","0,039","31,1",0
"Haricot blanc, sec","268,02","1,78","0,22",0,0,0,0,0,0,"43,9","1,92","16,8","19,1","0,028",183,"0,73","7,97","0,6",187,"1,9",363,1660,"8,8",11,"3,23",0,0,0,"0,28","5,6",0,"2,04","0,44","0,15","0,48","0,86","0,41",307,0
"Haricot coco, bouilli/cuit à l'eau",131,"0,5","0,11","0,06","0,12","0,16","0,01","0,01",0,"13,7","1,1","15,8","9,63","0,023",72,"0,26","2,7",20,53,"0,59",180,480,20,9,"1,2",0,"15,6","0,25","0,1","3,61",0,"1,62","0,17","0,02","0,86","0,14","0,065","71,4",0
"Haricot de Lima, cru",105,"0,86","0,2",0,0,0,0,0,0,"15,3","1,48","4,9","6,84","0,02",34,"0,32","3,14",0,58,"1,22",136,467,0,8,"0,78",0,126,0,"0,32","5,6",0,"23,4","0,22","0,1","1,47","0,25","0,2",34,0
"Haricot de mer (Himanthalia elongata), séchée ou déshydratée",239,"2,63",0,0,0,0,0,0,0,"28,3",0,31,"10,1","9,22",712,"0,23","2,53",14400,1620,"2,76",104,5970,"6,25",3690,"4,55",0,6620,"0,28","5,5",0,0,"62,8","0,27","0,46",0,0,0,"60,7",0
"Haricot flageolet, appertisé, égouttés","80,31","0,79","0,11",0,0,0,0,0,0,"12,2","0,2","6,3","6,1","0,73","63,1","0,1","1,3",10,"26,5","0,1",86,281,"2,2",293,"0,1",0,50,0,"0,37",0,0,1,"0,07","0,16","0,79","0,05","0,05",23,0
"Haricot flageolet, bouilli/cuit à l'eau",112,"1,1","0,25","0,13","0,24","0,37","0,01","0,01",0,12,"0,3","13,8","6,75","0,023",120,"0,19","1,7",20,33,"0,8",110,260,20,"9,3","0,67",0,"5,48","0,25","0,08","4,37",0,"0,5","0,03","0,017","0,32","0,061","0,039","31,1",0
"Haricot flageolet, surgelé","145,98","0,7","0,1",0,0,0,0,0,0,"25,6","0,4","4,4","9,32","0,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haricot flageolet, vert, bouilli/cuit à l'eau","95,62","1,1","0,19","0,092","0,2","0,38","0,00044","0,00044","0,7","15,8","0,5","16,5","5,63","0,071",68,"0,18","1,8",20,32,"0,47",97,360,50,"28,2","0,6",0,10,"0,5","0,08","1,45",0,"0,5","0,072","0,02","0,31","0,065","0,064","34,6",0
"Haricot flageolet, vert, sec","268,2","2,6","0,35","0,19","0,47","1,02","0,001","0,001","0,7","42,1",0,"23,4","19,1","0,02",0,"0,68","7,3",20,160,"1,6",440,0,50,"7,9","2,3",0,27,"0,5","0,08","13,7",0,"0,5","0,31","0,03","1,93","0,68","0,41",121,0
"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté","16,76","0,12","0,058",0,0,0,0,0,0,"2,36","1,78","1,63","1,56","0,35","13,4","0,047","0,26","2,55","7,53","0,039",26,"31,5",10,141,"0,11",0,2,0,"0,065","13,4",0,"0,65","0,025","0,05","0,21","0,14","0,031",26,0
"Haricot mungo germé ou pousse de ""soja"", cru","28,38","0,5","0,0002","0,0002","0,0002","0,0002","0,0002","0,0002",0,"3,4","3,4","1,7","2,57","0,043",16,"0,1","0,44",20,16,"0,12",43,120,50,"17,1","0,32",0,10,"0,5","0,095","2,1",0,"4,13","0,065","0,06","0,71","0,17","0,06","61,3",0
"Haricot mungo, bouilli/cuit à l'eau","82,71","0,55","0,038",0,0,0,0,0,0,"11,9","2,01","6,4","7,54","0,018",53,"0,14","1,75",0,63,"0,41",156,231,0,7,"0,83",0,19,0,"0,15","2,7",0,1,"0,15","0,075","1,5","0,43","0,058",94,0
"Haricot mungo, sec","301,18","1,42","0,24","0,13","0,37","0,028",0,0,0,"47,6",0,"16,7","24,5","0,066",113,"0,96","7,16",0,228,"1,28",387,1110,"8,8","26,5","3,02",0,0,0,"1,9",170,0,"12,2","0,45","0,24","1,85","0,55","0,39",421,0
"Haricot plat, cru","26,68","0,12",0,0,0,0,0,0,0,"4,47","1,3","2,97","1,93","0,049",60,0,"0,8",0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"Haricot rouge, appertisé, égoutté","93,97","0,97","0,41","0,052","0,12","0,23",0,0,0,13,1,7,"8,31","0,68",58,"0,28","1,5",0,29,"0,38",118,250,0,269,"0,74",0,0,0,0,0,0,"0,2","0,06","0,015","0,42",0,0,23,0
"Haricot rouge, bouilli/cuit à l'eau",116,"0,6","0,19","0,15","0,11","0,13","0,01","0,01",0,"12,3","0,5","11,6","9,63","0,021",55,"0,27","2,3",20,39,"0,44",150,300,20,"8,4","0,94",0,5,"0,25","0,08","1,06",0,"0,5","0,12","0,022","0,25","0,083","0,067","78,3",0
"Haricot rouge, sec","283,94","1,06","0,15",0,0,0,0,0,0,"46,1","2,1","15,2","22,5","0,03",83,"0,7","6,69","1,9",138,"1,11",406,1360,0,12,"2,79",0,0,0,"0,21","5,6",0,"4,5","0,61","0,22","2,11","0,78","0,4",394,0
"Haricot vert, appertisé, égoutté","23,1","0,31","0,09","0,009","0,065","0,077",0,0,0,"2,07","0,77","3,36","1,33","0,68","42,7","0,13","0,81","1,6",13,"0,094","25,3",94,"0,9",261,"0,23",0,122,0,"0,14","38,9",0,"3,1","0,053","0,053","0,15","0,15","0,03","20,5",0
"Haricot vert, bouilli/cuit à l'eau",28,"0,3","0,01","0,01","0,01","0,01","0,01","0,01",0,"3,39","2,5","3,2","1,75","0,013",51,"0,07","0,54",20,26,"0,19",38,260,20,5,"0,22",0,407,0,"0,1","5,16",0,"1,16","0,031","0,038","0,28","0,12","0,031","49,5",0
"Haricot vert, cru","25,85","0,21","0,06","0,007","0,051","0,06",0,0,0,"4,14","3,26","2,85","1,85","0,0096","48,5","0,063","1,02","0,8",21,"0,23","38,5",224,"0,3","3,85","0,32",0,379,0,"0,36","14,4",0,"13,6","0,086","0,11","0,72","0,14","0,12","48,5",0
"Haricot vert, cuit","29,4","0,17","0,042","0,0072","0,04","0,047",0,0,0,3,1,4,2,"0,4","55,3","0,081","0,6",5,"22,3","0,19",36,174,10,"5,8","0,2",0,137,0,"0,45",16,0,5,"0,05","0,08","0,34","0,05","0,05",33,0
"Haricot vert, surgelé, cru",34,"0,17","0,049","0,0053","0,036","0,042",0,0,0,"4,35","1,96","3,68","1,97","0,013","51,5","0,063","0,85","0,8",22,"0,29","40,8",186,"0,3","3,86","0,31",0,292,0,"0,24","38,4",0,18,"0,099","0,092","0,5","0,077","0,068","39,5",0
"Haricot vert, surgelé, cuit","36,3","0,19","0,042",0,0,0,0,0,0,"5,1","1,23","3,3","1,95","0,0038",51,"0,059","0,68","0,4",19,"0,29",29,159,"0,4","1,5","0,24",0,334,0,"0,04","12,7",0,"11,6","0,035","0,09","0,38","0,049","0,06",23,0
"Haricots blancs à la sauce tomate, appertisés","62,68","0,4","0,16",0,0,0,0,0,0,"10,1","1,65","5,5","4,67","0,93",0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haricots verts, purée","49,7","2,9","1,9",0,0,0,0,0,0,"4,2","1,5","3,3","1,7","0,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harissa (sauce condimentaire), préemballée","66,18","2,9","0,47","0,5","0,97","0,04",0,"0,01",0,"7,3",0,"5,1","2,72","2,81","78,1",1,"3,1","43,5","47,2",1,63,710,5,1120,1,0,4000,0,"6,1",0,0,"31,9","0,05","0,21","0,05","0,52","0,26",28,0
Herbes aromatiques fraîches (aliment moyen),"49,4","0,8","0,2",0,0,0,"0,00001","0,00001",0,"4,15","1,99","5,64","3,58","0,28",218,"0,22","6,06",0,"56,7","1,37","64,8",508,"0,28","34,7","0,88","0,43",3240,"0,00018","2,23",870,0,103,"0,08","0,2","1,29","0,32","0,16",105,0
"Herbes de Provence, séchées",283,"7,2","1,88",0,0,0,0,0,0,23,"18,5","40,1","11,5","0,088",1860,"1,06","69,8",15,304,"5,2",297,1970,"4,4",35,"5,47",0,0,0,"1,69",0,0,54,"0,33","0,34","6,03",0,"1,58",274,0
